name1,name2,distance,forced_redirection
Kano,Zamfara,348.11648677623515,0
Kano,Katsina,95.72828945524607,0
Kano,Ebonyi,652.217032287447,0
Kano,Delta,781.3504524354614,0
Kano,Plateau,332.6245389520578,0
Kano,Niger,320.5468872011526,0
Kano,Kogi,456.6773982685329,0
Kano,Imo,707.8825758930061,0
Kano,Osun,637.6989772482891,0
Kano,Yobe,382.9351562740652,0
Kano,Edo,606.8399647668317,0
Kano,Anambra,668.1874338401184,0
Kano,Kwara,576.5475277777779,0
Kano,Lagos,831.8145594531345,0
Kano,Cross River,779.4849344699393,0
Kano,Akwa Ibom,782.5305690127153,0
Kano,Oyo,731.5745881518018,0
Kano,Bauchi,237.75161299460532,0
Kano,Adamawa,527.8063684859505,0
Kano,Taraba,532.0049419683428,0
Kano,Jigawa,220.65512886774047,0
Kano,Sokoto,264.22869852530584,0
Kano,Nassarawa,438.92111481097317,0
Kano,Abia,727.3317795055607,0
Kano,Ogun,846.6068583022555,0
Kano,Bayelsa,827.4309762859558,0
Kano,Gombe,379.7519382163505,0
Akwa Ibom,Minawao,922.9258342123446,1
Akwa Ibom,Maradi,941.3551416580527,1
Akwa Ibom,Borno,983.3695149212615,0
Akwa Ibom,Ondo,365.18595460435125,0
Akwa Ibom,Kaduna,676.7132855568294,0
Akwa Ibom,Benue,346.76953046965286,0
Akwa Ibom,Enugu,183.68775097002305,0
Akwa Ibom,Kebbi,873.3078954373167,0
Akwa Ibom,Rivers,72.08559153063818,0
Akwa Ibom,Federal Capital Territory,462.3596435513895,0
Akwa Ibom,Ekiti,398.03438526423264,0
Akwa Ibom,Zamfara,797.7333300664749,0
Akwa Ibom,Katsina,834.4175077137348,0
Akwa Ibom,Ebonyi,130.49667903821188,0
Akwa Ibom,Delta,167.37831698372116,0
Akwa Ibom,Plateau,547.210737930665,0
Akwa Ibom,Niger,592.0565957508217,0
Akwa Ibom,Kogi,331.1490947631439,0
Akwa Ibom,Imo,108.12712519437825,0
